label,isCode,wordsLen,ZeroLen,OneLen,WordsWithSameSizeLen,TotalWordsSize,TotalDiffRatio,TotalDistancedeLevenshtein,TotalSimilarityendstart,isLongueurFixe,one,two,three,four,five,six,seven,eight,nine,ten,coloneLen,coltwoLen,colthreeLen,colfourLen,colfiveLen,colsixLen,colsevenLen,coleightLen,colnineLen,coltenLen
"['01011', '011011', '110', '001']",1,4,7,10,2,17,3.3535353535353534,15,18,0,11,27,6,1,0,0,0,0,0,0,5,6,3,3,0,0,0,0,0,0
"['01', '11', '0001001']",1,3,6,5,2,11,1.3888888888888888,11,7,0,1,3,9,0,0,0,0,0,0,0,2,2,7,0,0,0,0,0,0,0
"['0001', '101', '1111', '11001']",1,4,6,10,2,16,3.4761904761904763,13,24,0,1,5,15,25,0,0,0,0,0,0,4,3,4,5,0,0,0,0,0,0
"['11000', '001110', '00111']",1,3,8,8,2,16,1.8545454545454545,10,13,0,24,14,7,0,0,0,0,0,0,0,5,6,5,0,0,0,0,0,0,0
"['0111', '100000', '00010']",1,3,10,5,0,15,1.3717171717171717,10,8,0,7,32,2,0,0,0,0,0,0,0,4,6,5,0,0,0,0,0,0,0
"['101101', '11001', '0001', '11111', '1000110']",1,5,11,16,2,27,5.4914529914529915,28,33,0,45,25,1,31,70,0,0,0,0,0,6,5,4,5,7,0,0,0,0,0
"['100001', '0101', '110', '10000']",1,4,11,7,0,18,3.4694083694083693,16,17,0,33,5,6,16,0,0,0,0,0,0,6,4,3,5,0,0,0,0,0,0
"['100', '0', '10111', '111011']",1,4,5,10,0,15,2.790764790764791,20,14,0,4,0,23,59,0,0,0,0,0,0,3,1,5,6,0,0,0,0,0,0
"['0111', '0', '0100', '0100011']",1,4,9,7,2,16,2.8227272727272728,20,20,0,7,0,4,35,0,0,0,0,0,0,4,1,4,7,0,0,0,0,0,0
"['00', '11011', '1011100']",1,3,6,8,0,14,1.3968253968253967,13,6,0,0,27,92,0,0,0,0,0,0,0,2,5,7,0,0,0,0,0,0,0
"['1000', '001', '11']",1,3,5,4,0,9,1.3047619047619048,7,7,0,8,1,3,0,0,0,0,0,0,0,4,3,2,0,0,0,0,0,0,0
"['111010', '0111', '0011101', '010']",1,4,8,12,0,20,3.9345987345987345,18,17,0,58,7,29,2,0,0,0,0,0,0,6,4,7,3,0,0,0,0,0,0
"['11111', '01111', '010111', '10111', '00011', '0110000', '00001', '000011', '100000']",1,9,25,25,8,50,20.15827505827506,103,138,0,31,15,23,23,3,48,1,3,32,0,5,5,6,5,5,7,5,6,6,0
"['11110', '001110', '10']",1,3,5,8,0,13,1.7987012987012987,9,11,0,30,14,2,0,0,0,0,0,0,0,5,6,2,0,0,0,0,0,0,0
"['1000', '010100', '0010', '1101']",1,4,11,7,3,18,3.3,14,13,0,8,20,2,13,0,0,0,0,0,0,4,6,4,4,0,0,0,0,0,0
"['0011', '100', '1010', '1001111', '01010', '0100', '1011']",1,7,15,16,4,31,14.113708513708513,50,59,0,3,4,10,79,10,4,11,0,0,0,4,3,4,7,5,4,4,0,0,0
"['111', '10', '1100111', '0110100', '110', '010000', '1000']",1,7,16,16,4,32,11.385292485292485,69,56,0,7,2,103,52,6,16,8,0,0,0,3,2,7,7,3,6,4,0,0,0
"['1000011', '01', '0010111']",1,3,8,8,2,16,1.4603174603174602,13,7,0,67,1,23,0,0,0,0,0,0,0,7,2,7,0,0,0,0,0,0,0
"['1101011', '0110010', '111000', '10', '0111']",1,5,11,15,2,26,5.693850593850594,35,27,0,107,50,56,2,7,0,0,0,0,0,7,7,6,2,4,0,0,0,0,0
"['010111', '0011', '0000000']",1,3,11,6,0,17,1.4713286713286715,12,9,0,23,3,0,0,0,0,0,0,0,0,6,4,7,0,0,0,0,0,0,0
"['01101', '110', '01010', '00000', '1000', '0110011']",1,6,17,12,3,29,8.627994227994227,41,43,0,13,6,10,0,8,51,0,0,0,0,5,3,5,5,4,7,0,0,0,0
"['100101', '110111', '110', '0100', '0111', '0111010']",1,6,12,18,4,30,8.924131424131424,44,40,0,37,55,6,4,7,58,0,0,0,0,6,6,3,4,4,7,0,0,0,0
"['1001101', '1110', '110000']",1,3,8,9,0,17,1.9426573426573426,10,7,0,77,14,48,0,0,0,0,0,0,0,7,4,6,0,0,0,0,0,0,0
"['00', '001', '11', '0100']",1,4,7,4,2,11,2.7714285714285714,12,15,0,0,1,3,4,0,0,0,0,0,0,2,3,2,4,0,0,0,0,0,0
"['01101', '0', '11']",1,3,3,5,0,8,0.9047619047619047,9,4,0,13,0,3,0,0,0,0,0,0,0,5,1,2,0,0,0,0,0,0,0
"['1001', '101', '010011', '101110', '01010', '0100', '1100001', '001', '0110011']",1,9,23,22,8,45,23.9019647019647,99,99,0,9,5,19,46,10,4,97,1,51,0,4,3,6,6,5,4,7,3,7,0
"['00', '0011', '10', '010000', '11100']",1,5,12,7,2,19,5.032756132756132,31,32,0,0,3,2,16,28,0,0,0,0,0,2,4,2,6,5,0,0,0,0,0
"['00001', '0100', '0110010', '10100']",1,4,14,7,2,21,3.612121212121212,16,20,0,1,4,50,20,0,0,0,0,0,0,5,4,7,5,0,0,0,0,0,0
"['0010010', '011011', '101010', '0001100', '110', '11100']",1,6,18,16,4,34,8.961177711177712,47,46,0,18,27,42,12,6,28,0,0,0,0,7,6,6,7,3,5,0,0,0,0
"['1100000', '010111', '011']",1,3,8,8,0,16,1.3743589743589744,14,10,0,96,23,3,0,0,0,0,0,0,0,7,6,3,0,0,0,0,0,0,0
"['10001', '1011110', '0']",1,3,6,7,0,13,1.0833333333333333,14,5,0,17,94,0,0,0,0,0,0,0,0,5,7,1,0,0,0,0,0,0,0
"['110110', '10011', '1100', '0100101', '10111', '10100', '00100']",1,7,18,19,4,37,13.821445221445222,51,60,0,54,19,12,37,23,20,4,0,0,0,6,5,4,7,5,5,5,0,0,0
"['1111010', '110001', '10110', '0011010', '11110', '011']",1,6,13,20,4,33,9.197075147075147,46,47,0,122,49,22,26,30,3,0,0,0,0,7,6,5,7,5,3,0,0,0,0
"['0101', '00000', '1111111']",1,3,7,9,0,16,0.8080808080808081,15,4,0,5,0,127,0,0,0,0,0,0,0,4,5,7,0,0,0,0,0,0,0
"['000', '1111', '101100']",1,3,6,7,0,13,0.8444444444444444,10,6,0,0,15,44,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,0
"['00', '0011', '101', '1111111', '010100', '011000', '001']",1,7,15,16,4,31,10.374259074259074,73,57,0,0,3,5,127,20,24,1,0,0,0,2,4,3,7,6,6,3,0,0,0
"['1', '0010111', '01', '1100111']",1,4,6,11,2,17,2.7698412698412698,26,18,0,1,23,1,103,0,0,0,0,0,0,1,7,2,7,0,0,0,0,0,0
"['01011', '1111', '01010']",1,3,5,9,2,14,1.6888888888888889,6,9,0,11,15,10,0,0,0,0,0,0,0,5,4,5,0,0,0,0,0,0,0
"['110100', '111', '0010', '1101100', '101000']",1,5,13,13,2,26,6.086102786102786,29,32,0,52,7,2,108,40,0,0,0,0,0,6,3,4,7,6,0,0,0,0,0
"['10110', '011000', '001', '0001000']",1,4,14,7,0,21,3.540947940947941,20,22,0,22,24,1,8,0,0,0,0,0,0,5,6,3,7,0,0,0,0,0,0
"['0', '1101', '1001110']",1,3,5,7,0,12,1.1954545454545453,13,4,0,0,13,78,0,0,0,0,0,0,0,1,4,7,0,0,0,0,0,0,0
"['01101', '110001', '0010', '1', '01111', '10000']",1,6,13,13,3,26,7.463492063492064,50,33,0,13,49,2,1,15,16,0,0,0,0,5,6,4,1,5,5,0,0,0,0
"['1', '1110011', '00011', '101001']",1,4,8,11,0,19,3.0322177822177823,23,22,0,1,115,3,41,0,0,0,0,0,0,1,7,5,6,0,0,0,0,0,0
"['011111', '11100', '110', '1011101', '01']",1,5,7,16,0,23,5.405955155955156,33,26,0,31,28,6,93,1,0,0,0,0,0,6,5,3,7,2,0,0,0,0,0
"['00', '101', '110100']",1,3,6,5,0,11,1.5666666666666667,9,6,0,0,5,52,0,0,0,0,0,0,0,2,3,6,0,0,0,0,0,0,0
"['100', '001100', '00001', '010001', '11100']",1,5,16,9,4,25,6.210606060606061,27,36,0,4,12,1,17,28,0,0,0,0,0,3,6,5,6,5,0,0,0,0,0
"['1101', '0', '1111001', '1001', '0101', '1011']",1,6,9,15,4,24,8.713636363636363,41,47,0,13,0,121,9,5,11,0,0,0,0,4,1,7,4,4,4,0,0,0,0
"['11110', '1011000', '0011']",1,3,7,9,0,16,1.6565656565656566,10,8,0,30,88,3,0,0,0,0,0,0,0,5,7,4,0,0,0,0,0,0,0
"['01111', '10', '111000', '10100']",1,4,8,10,2,18,3.0298701298701296,21,16,0,15,2,56,20,0,0,0,0,0,0,5,2,6,5,0,0,0,0,0,0
"['110101', '1011', '0100', '00100']",1,4,10,9,2,19,3.778787878787879,15,13,0,53,11,4,4,0,0,0,0,0,0,6,4,4,5,0,0,0,0,0,0
"['11111', '0101', '010000']",1,3,7,8,0,15,1.2262626262626262,11,6,0,31,5,16,0,0,0,0,0,0,0,5,4,6,0,0,0,0,0,0,0
"['1001', '1111', '010', '000110']",1,4,8,9,2,17,3.0238095238095237,18,9,0,9,15,2,6,0,0,0,0,0,0,4,4,3,6,0,0,0,0,0,0
"['01', '0100', '110000']",1,3,8,4,0,12,1.5166666666666666,10,8,0,1,4,48,0,0,0,0,0,0,0,2,4,6,0,0,0,0,0,0,0
"['1111', '001', '010', '01010']",1,4,7,8,2,15,2.9325396825396823,15,14,0,15,1,2,10,0,0,0,0,0,0,4,3,3,5,0,0,0,0,0,0
"['10010', '100011', '11', '0', '111011', '10000']",1,6,12,13,4,25,6.925541125541125,49,46,0,18,35,3,0,59,16,0,0,0,0,5,6,2,1,6,5,0,0,0,0
"['00', '1100011', '10']",1,3,6,5,2,11,1.3888888888888888,11,4,0,0,99,2,0,0,0,0,0,0,0,2,7,2,0,0,0,0,0,0,0
"['00', '0110101', '111111', '1000000', '011']",1,5,12,13,2,25,3.731135531135531,46,24,0,0,53,63,64,3,0,0,0,0,0,2,7,6,7,3,0,0,0,0,0
"['11000', '00110', '10', '000011', '101011']",1,5,13,11,4,24,5.523160173160173,34,28,0,24,6,2,3,43,0,0,0,0,0,5,5,2,6,6,0,0,0,0,0
"['010001', '110', '0101100']",1,3,9,7,0,16,1.8136752136752137,11,8,0,17,6,44,0,0,0,0,0,0,0,6,3,7,0,0,0,0,0,0,0
"['0001', '1110', '01', '100010']",1,4,9,7,2,16,2.95,18,14,0,1,14,1,34,0,0,0,0,0,0,4,4,2,6,0,0,0,0,0,0
"['110111', '010', '01010']",1,3,6,8,0,14,1.7398989898989898,9,8,0,55,2,10,0,0,0,0,0,0,0,6,3,5,0,0,0,0,0,0,0
"['0011', '0000110', '00111']",1,3,9,7,0,16,2.282828282828283,7,12,0,3,6,7,0,0,0,0,0,0,0,4,7,5,0,0,0,0,0,0,0
"['0', '01', '111101']",1,3,3,6,0,9,1.4523809523809523,10,5,0,0,1,61,0,0,0,0,0,0,0,1,2,6,0,0,0,0,0,0,0
"['010110', '0001', '0011011', '1100111', '11101', '110101', '011']",1,7,15,23,4,38,12.627983127983128,63,65,0,22,1,27,103,29,53,3,0,0,0,6,4,7,7,5,6,3,0,0,0
"['00', '001010', '100']",1,3,8,3,0,11,1.7444444444444445,8,13,0,0,10,4,0,0,0,0,0,0,0,2,6,3,0,0,0,0,0,0,0
"['001', '010111', '1110']",1,3,5,8,0,13,1.33015873015873,9,8,0,1,23,14,0,0,0,0,0,0,0,3,6,4,0,0,0,0,0,0,0
"['10', '1111011', '11100', '110100']",1,4,7,13,0,20,3.5251970251970253,19,20,0,2,123,28,52,0,0,0,0,0,0,2,7,5,6,0,0,0,0,0,0
"['0', '101110', '1101110']",1,3,5,9,0,14,1.458791208791209,12,11,0,0,46,110,0,0,0,0,0,0,0,1,6,7,0,0,0,0,0,0,0
"['1111010', '101', '1010', '001000']",1,4,10,10,0,20,3.6903984903984903,19,15,0,122,5,10,8,0,0,0,0,0,0,7,3,4,6,0,0,0,0,0,0
"['100', '110101', '1001101', '10', '010011', '00001']",1,6,15,14,2,29,8.605683205683206,47,42,0,4,53,77,2,19,1,0,0,0,0,3,6,7,2,6,5,0,0,0,0
"['00110', '001', '111100', '1101']",1,4,8,10,0,18,3.577994227994228,18,16,0,6,1,60,13,0,0,0,0,0,0,5,3,6,4,0,0,0,0,0,0
"['00', '0010100', '011', '0010010']",1,4,13,6,2,19,3.3460317460317457,22,28,0,0,20,3,18,0,0,0,0,0,0,2,7,3,7,0,0,0,0,0,0
"['11110', '000110', '011100']",1,3,8,9,2,17,1.9393939393939394,8,11,0,30,6,28,0,0,0,0,0,0,0,5,6,6,0,0,0,0,0,0,0
"['110110', '01100', '1101', '000111', '01011']",1,5,11,15,4,26,6.5606060606060606,27,28,0,54,12,13,7,11,0,0,0,0,0,6,5,4,6,5,0,0,0,0,0
"['10', '1', '100101', '110011', '1010000']",1,5,11,11,2,22,4.996642246642247,38,29,0,2,1,37,51,80,0,0,0,0,0,2,1,6,6,7,0,0,0,0,0
"['11110', '110', '0', '1000']",1,4,6,7,0,13,2.999206349206349,16,15,0,30,6,0,8,0,0,0,0,0,0,5,3,1,4,0,0,0,0,0,0
"['1', '01000', '100101']",1,3,7,5,0,12,1.1645021645021645,12,4,0,1,8,37,0,0,0,0,0,0,0,1,5,6,0,0,0,0,0,0,0
"['01100', '1010', '1011100', '111']",1,4,8,11,0,19,3.898701298701299,17,15,0,12,10,92,7,0,0,0,0,0,0,5,4,7,3,0,0,0,0,0,0
"['11101', '11', '1101']",1,3,2,9,0,11,2.126984126984127,6,20,0,29,3,13,0,0,0,0,0,0,0,5,2,4,0,0,0,0,0,0,0
"['011010', '010000', '010']",1,3,10,5,2,15,1.8333333333333333,8,18,0,26,16,2,0,0,0,0,0,0,0,6,6,3,0,0,0,0,0,0,0
"['10001', '0000110', '01010']",1,3,11,6,2,17,1.9333333333333331,9,5,0,17,6,10,0,0,0,0,0,0,0,5,7,5,0,0,0,0,0,0,0
"['0001101', '000000', '101010', '100000', '11', '1000010', '00101']",1,7,26,13,5,39,12.06096681096681,66,68,0,13,0,42,32,3,66,5,0,0,0,7,6,6,6,2,7,5,0,0,0
"['1100', '0110101', '11', '0000']",1,4,9,8,2,17,2.8838383838383836,20,14,0,12,53,3,0,0,0,0,0,0,0,4,7,2,4,0,0,0,0,0,0
"['00011', '010000', '010', '0010001']",1,4,15,6,0,21,3.7480186480186477,18,20,0,3,16,2,17,0,0,0,0,0,0,5,6,3,7,0,0,0,0,0,0
"['10', '000110', '01111', '1011', '10000']",1,5,11,11,2,22,5.207647907647908,32,25,0,2,6,15,11,16,0,0,0,0,0,2,6,5,4,5,0,0,0,0,0
"['00101', '11', '100011']",1,3,6,7,0,13,1.7987012987012987,10,10,0,5,3,35,0,0,0,0,0,0,0,5,2,6,0,0,0,0,0,0,0
"['000', '1101', '10', '0100', '1111001', '11010']",1,6,12,13,2,25,8.501298701298701,41,35,0,0,13,2,4,121,26,0,0,0,0,3,4,2,4,7,5,0,0,0,0
"['101100', '0010000', '1000', '0101', '1011']",1,5,15,10,3,25,6.001748251748252,29,29,0,44,16,8,5,11,0,0,0,0,0,6,7,4,4,4,0,0,0,0,0
"['0111110', '0011', '10000', '1010', '0010', '11101', '1111', '01110']",1,8,16,22,7,38,15.713636363636363,73,76,0,62,3,16,10,2,29,15,14,0,0,7,4,5,4,4,5,4,5,0,0
"['0011', '0100', '10000']",1,3,9,4,2,13,1.6111111111111112,8,9,0,3,4,16,0,0,0,0,0,0,0,4,4,5,0,0,0,0,0,0,0
"['11000', '0111', '101100', '10']",1,4,8,9,0,17,3.1764790764790765,19,15,0,24,7,44,2,0,0,0,0,0,0,5,4,6,2,0,0,0,0,0,0
"['00', '11', '0001010']",1,3,7,4,2,11,0.8888888888888888,12,6,0,0,3,10,0,0,0,0,0,0,0,2,2,7,0,0,0,0,0,0,0
"['00', '0100000', '10110', '1', '0111']",1,5,11,8,0,19,3.8628427128427125,37,21,0,0,32,22,1,7,0,0,0,0,0,2,7,5,1,4,0,0,0,0,0
"['0101001', '0', '11']",1,3,5,5,0,10,0.6944444444444444,13,4,0,41,0,3,0,0,0,0,0,0,0,7,1,2,0,0,0,0,0,0,0
"['00001', '101', '100', '01110']",1,4,9,7,4,16,3.0666666666666664,17,13,0,1,5,4,14,0,0,0,0,0,0,5,3,3,5,0,0,0,0,0,0
"['111010', '0111000', '01', '0011101']",1,4,10,12,2,22,3.6416361416361416,22,15,0,58,56,1,29,0,0,0,0,0,0,6,7,2,7,0,0,0,0,0,0
"['00001', '010011', '001100']",1,3,11,6,2,17,1.9393939393939394,9,8,0,1,19,12,0,0,0,0,0,0,0,5,6,6,0,0,0,0,0,0,0
"['100', '101', '10010', '0110', '0111101', '101111', '011', '11010']",1,8,14,22,5,36,17.309634809634808,76,77,0,4,5,18,6,61,47,3,26,0,0,3,3,5,4,7,6,3,5,0,0
"['100', '000100', '1110', '00010']",1,4,12,6,0,18,3.4916305916305914,16,24,0,4,4,14,2,0,0,0,0,0,0,3,6,4,5,0,0,0,0,0,0
"['010', '0100011', '1111', '00101', '11100', '00100']",1,6,15,14,3,29,8.216017316017316,44,45,0,2,35,15,5,28,4,0,0,0,0,3,7,4,5,5,5,0,0,0,0
"['101001', '1001', '001110']",1,3,8,8,2,16,1.9,10,8,0,41,9,14,0,0,0,0,0,0,0,6,4,6,0,0,0,0,0,0,0
"['100110', '1', '11011', '0101010', '01001', '010001', '1010010']",1,7,19,18,6,37,12.847918747918747,66,54,0,38,1,27,42,9,17,82,0,0,0,6,1,5,7,5,6,7,0,0,0
"['11110', '1010110', '011111', '0110']",1,4,7,15,0,22,4.016083916083916,15,24,0,30,86,31,6,0,0,0,0,0,0,5,7,6,4,0,0,0,0,0,0
"['000110', '1000000', '010010']",1,3,14,5,2,19,2.0641025641025643,8,11,0,6,64,18,0,0,0,0,0,0,0,6,7,6,0,0,0,0,0,0,0
"['01011', '000100', '1011110']",1,3,9,9,0,18,1.6736596736596736,10,6,0,11,4,94,0,0,0,0,0,0,0,5,6,7,0,0,0,0,0,0,0
"['1', '001001', '0000', '1010000']",1,4,13,5,0,18,2.6783716283716283,23,19,0,1,9,0,80,0,0,0,0,0,0,1,6,4,7,0,0,0,0,0,0
"['10110', '1101', '100011', '11', '010111', '1010000', '00001', '001', '0100010', '10011']",1,10,26,24,7,50,26.68029748029748,134,130,0,22,13,35,3,23,80,1,1,34,19,5,4,6,2,6,7,5,3,7,5
"['11000', '000100', '0000', '101', '000111', '11']",1,6,16,10,2,26,7.62027417027417,48,54,0,24,4,0,5,7,3,0,0,0,0,5,6,4,3,6,2,0,0,0,0
"['00', '100111', '1001111', '01011', '01010', '11110', '0101']",1,7,14,20,3,34,12.58195138195138,60,63,0,0,39,79,11,10,30,5,0,0,0,2,6,7,5,5,5,4,0,0,0
"['0000111', '1010', '01010', '0111', '1011']",1,5,11,13,3,24,6.358585858585858,27,29,0,7,10,10,7,11,0,0,0,0,0,7,4,5,4,4,0,0,0,0,0
"['0100000', '0001', '1011011', '000000', '001000', '10', '11101', '000011', '10100']",1,9,31,17,7,48,18.106549006549006,121,124,0,32,1,91,0,8,2,29,3,20,0,7,4,7,6,6,2,5,6,5,0
"['10010', '0100101', '0', '0000010', '011']",1,5,15,8,2,23,5.0476190476190474,38,26,0,18,37,0,2,3,0,0,0,0,0,5,7,1,7,3,0,0,0,0,0
"['011111', '010000', '10']",1,3,7,7,2,14,1.0833333333333333,13,7,0,31,16,2,0,0,0,0,0,0,0,6,6,2,0,0,0,0,0,0,0
"['11110', '1', '0111000', '111001']",1,4,7,12,0,19,3.0322177822177823,22,12,0,30,1,56,57,0,0,0,0,0,0,5,1,7,6,0,0,0,0,0,0
"['0110', '101011', '10110', '10011']",1,4,8,12,2,20,4.5919191919191915,12,19,0,6,43,22,19,0,0,0,0,0,0,4,6,5,5,0,0,0,0,0,0
"['1111101', '110', '010111', '11', '0011001', '11100', '10000']",1,7,14,21,4,35,11.418431568431568,73,65,0,125,6,23,3,25,28,16,0,0,0,7,3,6,2,7,5,5,0,0,0
"['11001', '0001', '100', '011011', '1101', '10', '111011']",1,7,12,18,4,30,12.896608946608946,52,67,0,25,1,4,27,13,2,59,0,0,0,5,4,3,6,4,2,6,0,0,0
"['11001', '100', '11101', '11011', '101000']",1,5,10,14,3,24,6.634848484848485,23,35,0,25,4,29,27,40,0,0,0,0,0,5,3,5,5,6,0,0,0,0,0
"['000111', '01100', '1010', '0010000']",1,4,14,8,0,22,3.285780885780886,22,20,0,7,12,10,16,0,0,0,0,0,0,6,5,4,7,0,0,0,0,0,0
"['1001001', '0000', '00100']",1,3,12,4,0,16,2.4494949494949494,6,8,0,73,0,4,0,0,0,0,0,0,0,7,4,5,0,0,0,0,0,0,0
"['01011', '1001', '110']",1,3,5,7,0,12,1.5158730158730158,7,7,0,11,9,6,0,0,0,0,0,0,0,5,4,3,0,0,0,0,0,0,0
"['1101000', '10', '011110', '0000010', '011']",1,5,14,11,2,25,4.607203907203907,41,30,0,104,2,30,2,3,0,0,0,0,0,7,2,6,7,3,0,0,0,0,0
"['100', '00', '1110', '11']",1,4,5,6,2,11,2.7714285714285714,12,14,0,4,0,14,3,0,0,0,0,0,0,3,2,4,2,0,0,0,0,0,0
"['101101', '0001011', '000000', '10', '10010', '11011', '100010']",1,7,21,16,5,37,12.073665223665223,67,60,0,45,11,0,2,18,27,34,0,0,0,6,7,6,2,5,5,6,0,0,0
"['0001', '110', '11', '0000000']",1,4,11,5,0,16,2.1645021645021645,24,16,0,1,6,3,0,0,0,0,0,0,0,4,3,2,7,0,0,0,0,0,0
"['01101', '100110', '111', '10010', '0010101', '01011', '110']",1,7,15,19,5,34,13.377311577311577,54,57,0,13,38,7,18,21,11,6,0,0,0,5,6,3,5,7,5,3,0,0,0
"['00001', '000100', '01110']",1,3,11,5,2,16,1.6727272727272728,9,11,0,1,4,14,0,0,0,0,0,0,0,5,6,5,0,0,0,0,0,0,0
"['001', '011010', '010110']",1,3,8,7,2,15,1.5555555555555554,8,10,0,1,26,22,0,0,0,0,0,0,0,3,6,6,0,0,0,0,0,0,0
"['01001', '1010', '0110000', '1100111']",1,4,12,11,2,23,3.662337662337662,21,11,0,9,10,48,103,0,0,0,0,0,0,5,4,7,7,0,0,0,0,0,0
"['1', '000', '0100110']",1,3,7,4,0,11,0.85,13,4,0,1,0,38,0,0,0,0,0,0,0,1,3,7,0,0,0,0,0,0,0
"['1', '001100', '1000', '1100000', '010']",1,5,14,7,0,21,5.016466866466867,36,24,0,1,12,8,96,2,0,0,0,0,0,1,6,4,7,3,0,0,0,0,0
"['101', '11', '1011']",1,3,2,7,0,9,2.3238095238095235,4,16,0,5,3,11,0,0,0,0,0,0,0,3,2,4,0,0,0,0,0,0,0
"['100101', '11011', '0', '1110', '00001']",1,5,10,11,2,21,4.313997113997114,32,21,0,37,27,0,14,1,0,0,0,0,0,6,5,1,4,5,0,0,0,0,0
['0111000'],1,1,4,3,0,7,0,0,0,1,56,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"['11000', '01101', '1010', '1110111', '0010111']",1,5,11,17,4,28,5.905194805194805,33,30,0,24,13,10,119,23,0,0,0,0,0,5,5,4,7,7,0,0,0,0,0
"['000001', '01', '010']",1,3,8,3,0,11,1.7444444444444445,9,8,0,1,1,2,0,0,0,0,0,0,0,6,2,3,0,0,0,0,0,0,0
"['100100', '000', '111', '0101111', '00101', '001', '101011']",1,7,16,17,5,33,11.52975912975913,62,59,0,36,0,7,47,5,1,43,0,0,0,6,3,3,7,5,3,6,0,0,0
"['01011', '1101101', '100110', '0']",1,4,8,11,0,19,3.0322177822177823,23,11,0,11,109,38,0,0,0,0,0,0,0,5,7,6,1,0,0,0,0,0,0
"['01101', '111100', '0100111', '0000110', '110000', '100101', '11', '0110011', '01110']",1,9,24,27,8,51,21.9010656010656,121,102,0,13,60,39,6,48,37,3,51,14,0,5,6,7,7,6,6,2,7,5,0
"['1100', '000', '1', '011110', '100010']",1,5,11,9,2,20,4.353968253968254,35,21,0,12,0,1,30,34,0,0,0,0,0,4,3,1,6,6,0,0,0,0,0
"['1', '111100', '1010011', '00011']",1,4,8,11,0,19,2.6814019314019313,26,20,0,1,60,83,3,0,0,0,0,0,0,1,6,7,5,0,0,0,0,0,0
"['10001', '1100000', '11100', '0011']",1,4,12,9,2,21,3.408080808080808,20,18,0,17,96,28,3,0,0,0,0,0,0,5,7,5,4,0,0,0,0,0,0
"['100', '0000', '01']",1,3,7,2,0,9,1.3047619047619048,7,8,0,4,0,1,0,0,0,0,0,0,0,3,4,2,0,0,0,0,0,0,0
"['01011', '010111', '001000', '100']",1,4,11,9,2,20,3.5656565656565657,18,19,0,11,23,8,4,0,0,0,0,0,0,5,6,6,3,0,0,0,0,0,0
"['00110', '010110', '0011', '10010', '1101', '01011', '100101', '1101110', '01010', '000010']",1,10,27,26,9,53,31.05190365190365,106,141,0,6,22,3,18,13,11,37,110,10,2,5,6,4,5,4,5,6,7,5,6
"['100000', '000', '010', '0000001']",1,4,16,3,2,19,3.547008547008547,19,26,0,32,0,2,1,0,0,0,0,0,0,6,3,3,7,0,0,0,0,0,0
"['11110', '010', '1101']",1,3,4,8,0,12,1.7380952380952381,7,6,0,30,2,13,0,0,0,0,0,0,0,5,3,4,0,0,0,0,0,0,0
"['1', '0101000', '0100']",1,3,8,4,0,12,1.3772727272727274,12,7,0,1,40,4,0,0,0,0,0,0,0,1,7,4,0,0,0,0,0,0,0
"['01001', '0111101', '11100']",1,3,7,10,2,17,1.9333333333333331,9,8,0,9,61,28,0,0,0,0,0,0,0,5,7,5,0,0,0,0,0,0,0
"['101', '111100', '0', '110011']",1,4,6,10,2,16,2.849206349206349,23,12,0,5,60,0,51,0,0,0,0,0,0,3,6,1,6,0,0,0,0,0,0
"['111', '10', '00100']",1,3,5,5,0,10,1.2214285714285715,9,4,0,7,2,4,0,0,0,0,0,0,0,3,2,5,0,0,0,0,0,0,0
"['101', '1', '100010', '000010', '00111']",1,5,12,9,2,21,4.94011544011544,33,24,0,5,1,34,2,7,0,0,0,0,0,3,1,6,6,5,0,0,0,0,0
"['0110010', '110100', '0010001', '10', '1', '00100']",1,6,17,11,2,28,7.929348429348429,56,39,0,50,52,17,2,1,4,0,0,0,0,7,6,7,2,1,5,0,0,0,0
"['0000', '010', '0100111']",1,3,9,5,0,14,1.535064935064935,10,10,0,0,2,39,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,0
"['0000111', '11', '001111']",1,3,6,9,0,15,1.7136752136752138,11,13,0,7,3,15,0,0,0,0,0,0,0,7,2,6,0,0,0,0,0,0,0
"['1', '011', '0111001', '1010000']",1,4,9,9,2,18,2.571428571428571,27,14,0,1,3,57,80,0,0,0,0,0,0,1,3,7,7,0,0,0,0,0,0
"['0011', '1010', '00010', '000110', '0110', '1']",1,6,14,10,3,24,8.478138528138528,38,44,0,3,10,2,6,6,1,0,0,0,0,4,4,5,6,4,1,0,0,0,0
"['000110', '110', '010111', '11', '1010101', '100000']",1,6,15,15,3,30,8.116666666666667,53,38,0,6,6,23,3,85,32,0,0,0,0,6,3,6,2,7,6,0,0,0,0
"['1', '110', '11100']",1,3,3,6,0,9,1.5833333333333333,8,7,0,1,6,28,0,0,0,0,0,0,0,1,3,5,0,0,0,0,0,0,0
"['110000', '11111', '0110', '00001', '011', '01110']",1,6,13,15,3,28,8.265728715728715,46,44,0,48,31,6,1,3,14,0,0,0,0,6,5,4,5,3,5,0,0,0,0
"['011010', '01000', '0', '001010']",1,4,12,6,2,18,3.0108225108225106,19,29,0,26,8,0,10,0,0,0,0,0,0,6,5,1,6,0,0,0,0,0,0
