label,isCode,wordsLen,ZeroLen,OneLen,TotalWordsSize,TotalDiffRatio,TotalDistancedeLevenshtein,TotalSimilarityendstart,isLongueurFixe,kraftMcMilanSatisfied,WordsWithSameSizeLen
"['0011', '0111111', '011011', '101', '1100', '110000', '1001']",1,7,14,20,34,11.760761460761461,67,64,0,1,5
"['1', '001001', '00000', '0110']",1,4,11,5,16,2.4574314574314573,21,12,0,1,0
"['00', '001101', '010101']",1,3,8,6,14,1.6666666666666665,10,10,0,1,2
"['0001111', '000010', '000110']",1,3,12,7,19,2.217948717948718,6,17,0,1,2
['111000'],1,1,3,3,6,0,0,0,1,1,0
"['100110', '11101', '10']",1,3,5,8,13,1.7987012987012987,10,8,0,1,0
"['0111000', '11101', '111111', '0010']",1,4,8,14,22,3.0453768453768455,21,13,0,1,0
"['0001', '01111', '11', '1000', '0010001']",1,5,12,10,22,5.053751803751804,33,29,0,1,2
"['001110', '01', '0111100', '0111111']",1,4,8,14,22,3.487789987789988,21,21,0,1,2
"['00', '101', '0110010']",1,3,7,5,12,1.4444444444444444,11,4,0,1,0
['1111010'],1,1,2,5,7,0,0,0,1,1,0
"['0000', '1000001', '0111111', '111100', '0010', '011110']",1,6,17,17,34,7.641075591075591,57,43,0,1,6
"['1110011', '10010', '100101', '0011010', '111011', '001', '10011']",1,7,17,22,39,14.85037185037185,56,76,0,1,6
"['00', '0011', '1001111', '0111101', '0100001']",1,5,13,14,27,5.675324675324675,38,23,0,1,3
['0100110'],1,1,4,3,7,0,0,0,1,1,0
"['101', '1100111', '11', '100100', '01', '0010001']",1,6,13,14,27,8.7004884004884,52,45,0,1,4
"['1111111', '111011', '110101', '001', '10100']",1,5,8,19,27,5.412898212898213,33,38,0,1,2
"['0111', '000', '111111', '11010']",1,4,6,12,18,2.3756132756132757,21,17,0,1,0
"['110', '000', '10', '110010']",1,4,8,6,14,3.3666666666666667,15,17,0,1,2
"['1111', '01', '1011']",1,3,2,8,10,1.5,6,10,0,1,2
"['011111', '101', '1100', '010010', '1011']",1,5,9,14,23,5.73968253968254,29,24,0,1,4
"['0111', '111', '010101']",1,3,4,9,13,2.3238095238095235,6,11,0,1,0
"['01100', '0', '1101110', '01000', '0010011', '101011']",1,6,16,15,31,7.786513486513487,55,38,0,1,4
"['1000011', '1010', '10010', '0010110']",1,4,13,10,23,4.066378066378066,17,18,0,1,2
"['01101', '11011', '11', '110101', '0100010']",1,5,10,15,25,6.305716505716505,30,33,0,1,2
"['00110', '0', '0010111']",1,3,7,6,13,1.25,13,10,0,1,0
"['0000', '1110', '1010010']",1,3,9,6,15,1.1590909090909092,9,7,0,1,2
"['1', '01100', '001', '0001']",1,4,8,5,13,3.034920634920635,16,15,0,1,0
"['0', '11011', '1010', '010']",1,4,6,7,13,3.257142857142857,15,12,0,1,0
"['0100000', '0110', '011000', '11', '00001', '01']",1,6,17,9,26,8.128393828393829,48,46,0,1,2
['000110'],1,1,4,2,6,0,0,0,1,1,0
['110110'],1,1,2,4,6,0,0,0,1,1,0
"['1100001', '0', '111101', '0010110']",1,4,10,11,21,2.4450549450549453,29,10,0,1,2
"['1100', '111100', '1101', '0', '10000']",1,5,10,10,20,5.225613275613275,29,27,0,1,2
"['11000', '110', '0000001']",1,3,10,5,15,1.45,12,10,0,1,0
"['000', '001111', '10']",1,3,6,5,11,1.0944444444444446,11,8,0,1,0
['0110000'],1,1,5,2,7,0,0,0,1,1,0
"['01011', '110111', '101110']",1,3,5,12,17,2.287878787878788,7,8,0,1,2
['000000'],1,1,6,0,6,0,0,0,1,1,0
"['10', '0101111', '00000', '1011', '11010']",1,5,11,12,23,4.817748917748918,35,23,0,1,2
"['0111', '1100', '11010']",1,3,5,8,13,1.8333333333333333,7,10,0,1,2
"['1011011', '000', '000111', '0011110', '101110', '00100']",1,6,17,17,34,9.422716172716173,46,53,0,1,4
"['0111', '1011111', '1001110', '10100']",1,4,8,15,23,3.613275613275613,18,18,0,1,2
"['1100', '000', '01011', '1', '11101', '0100010']",1,6,13,12,25,6.661327561327561,52,33,0,1,2
"['000111', '111010', '001011', '0110000']",1,4,13,12,25,3.371794871794872,22,20,0,1,3
"['011011', '0000', '1010']",1,3,8,6,14,1.5,9,6,0,1,2
"['100', '101110', '10111', '110101', '001111', '10011']",1,6,11,20,31,10.00959595959596,38,54,0,1,5
"['00', '101101', '011010', '1111', '100000', '01', '01110']",1,7,15,16,31,10.626190476190477,68,47,0,1,5
"['11000', '1111110', '101001', '000111', '00001', '1001', '01']",1,7,17,18,35,11.272838272838273,73,65,0,1,4
"['111', '0011', '1101100']",1,3,5,9,14,1.7168831168831167,10,12,0,1,0
"['110', '101010', '11', '00101']",1,4,7,9,16,3.543145743145743,16,15,0,1,0
"['1100011', '1100101', '0110101', '111100']",1,4,11,16,27,4.274725274725275,17,24,0,1,3
"['100101', '0110100', '0', '11']",1,4,8,8,16,1.9416971916971917,25,8,0,1,0
"['00', '101', '00010']",1,3,7,3,10,1.4714285714285715,8,6,0,1,0
"['0111', '101', '110111', '111000']",1,4,6,13,19,3.5825396825396822,19,23,0,1,2
"['001010', '101', '01']",1,3,6,5,11,1.9666666666666668,8,5,0,1,0
"['1100', '1110', '11']",1,3,3,7,10,2.083333333333333,5,11,0,1,2
"['100', '101', '111']",1,3,3,6,9,1.6666666666666665,4,9,1,1,3
"['1110', '0100', '001000']",1,3,9,5,14,1.7000000000000002,8,10,0,1,2
"['11110', '1110', '00011', '011100']",1,4,8,12,20,3.806060606060606,17,20,0,1,2
"['010101', '111001', '1101', '00101', '1000', '011', '10000']",1,7,17,16,33,12.031890331890331,55,65,0,1,6
"['110', '001', '10']",1,3,4,4,8,1.5333333333333334,6,7,0,1,2
"['01101', '1010111', '100111', '0001101', '11', '00000', '110011', '100000']",1,8,22,22,44,15.298795648795648,94,97,0,1,7
"['0100101', '110', '1011001', '1101']",1,4,9,12,21,3.844155844155844,18,20,0,1,2
"['100001', '111100', '0000']",1,3,10,6,16,1.7000000000000002,10,6,0,1,2
['0001111'],1,1,3,4,7,0,0,0,1,1,0
['100011'],1,1,3,3,6,0,0,0,1,1,0
"['101', '000', '1001010', '1101010', '1']",1,5,11,10,21,4.59047619047619,36,23,0,1,4
"['11110', '110', '000', '10000']",1,4,9,7,16,2.9833333333333334,16,19,0,1,4
"['100110', '0', '10111', '110011']",1,4,7,11,18,3.1926406926406927,20,13,0,1,2
"['1100101', '010', '0011']",1,3,7,7,14,1.8987012987012988,9,5,0,1,0
"['0100001', '011', '0001100']",1,3,11,6,17,1.7714285714285714,12,7,0,1,2
"['1101000', '11011', '0', '0101', '010', '001111']",1,6,12,14,26,7.656415806415806,52,38,0,1,0
"['0001100', '11111', '000111', '01000', '00101', '0101100', '1011']",1,7,20,19,39,12.02155622155622,62,69,0,1,5
['10000'],1,1,4,1,5,0,0,0,1,1,0
"['1', '011', '00011']",1,3,4,5,9,1.5833333333333333,8,8,0,1,0
"['0001', '1100', '0101110', '001', '0110111']",1,5,12,13,25,5.403896103896104,33,27,0,1,4
"['00', '0001', '10110', '011110', '11', '1001', '010']",1,7,13,13,26,11.374098124098124,54,48,0,1,4
"['100101', '0010010', '111000', '1']",1,4,11,9,20,2.8727106227106227,26,11,0,1,2
"['00', '001110', '11']",1,3,5,5,10,1.0,10,6,0,1,2
"['110', '0100000', '1010010']",1,3,11,6,17,1.5142857142857142,12,7,0,1,2
"['010101', '011111', '011010', '000', '100011', '110111', '010001']",1,7,18,21,39,12.61111111111111,60,53,0,1,6
"['110110', '1010', '001100', '1001', '01']",1,5,11,11,22,6.35,29,21,0,1,4
"['00101', '01000', '1011', '110']",1,4,9,8,17,3.2825396825396824,16,12,0,1,2
"['011011', '10', '01111', '0111', '10000']",1,5,9,13,22,5.074314574314574,31,32,0,1,2
"['11110', '0', '101101']",1,3,4,8,12,1.3463203463203464,11,4,0,1,0
"['10001', '01', '1110010', '1010110']",1,4,10,11,21,3.3650793650793647,21,15,0,1,2
"['101001', '011111', '0100']",1,3,7,9,16,1.7000000000000002,10,5,0,1,2
"['101', '10', '0011111', '010010', '101011']",1,5,10,14,24,5.499145299145299,36,24,0,1,2
"['110100', '001000', '10010', '11', '00111']",1,5,13,11,24,5.704978354978355,33,29,0,1,4
"['0100000', '0', '1110', '10100']",1,4,11,6,17,2.458080808080808,23,15,0,1,0
['1010100'],1,1,4,3,7,0,0,0,1,1,0
"['0111', '101110', '00011']",1,3,6,9,15,2.012121212121212,7,7,0,1,0
"['01100', '010', '0001001']",1,3,10,5,15,2.0166666666666666,9,10,0,1,0
"['0110', '0', '101011']",1,3,5,6,11,1.2857142857142856,11,4,0,1,0
"['1', '110', '001101']",1,3,4,6,10,1.4523809523809523,10,6,0,1,0
"['111110', '1', '1001', '0000011', '010', '1100010']",1,6,14,14,28,6.714973914973915,61,35,0,1,2
"['110000', '101001', '11', '01010', '0100', '010001', '000010']",1,7,22,13,35,13.055772005772006,59,56,0,1,4
"['11001', '11011', '11', '0100', '010']",1,5,8,11,19,5.644444444444444,24,27,0,1,2
"['100101', '11', '0', '111011', '10100']",1,5,8,12,20,4.233766233766233,35,25,0,1,2
"['011001', '101', '111', '00000', '01']",1,5,10,9,19,4.377128427128427,30,22,0,1,2
"['0011100', '1', '111101', '1111001', '00100']",1,5,11,15,26,5.068764568764569,38,27,0,1,2
"['01100', '1100011', '1100100', '010', '0110011']",1,5,15,14,29,6.802380952380952,32,35,0,1,3
"['010001', '100001', '0111', '0011']",1,4,11,9,20,3.783333333333333,16,17,0,1,4
"['0001110', '1001010', '0010', '001100']",1,4,15,9,24,4.1996003996004,15,28,0,1,2
"['1010', '0', '0010', '010010']",1,4,10,5,15,3.2357142857142858,16,25,0,1,2
"['11101', '0', '111', '0101010']",1,4,6,10,16,2.433333333333333,22,12,0,1,0
['0101010'],1,1,4,3,7,0,0,0,1,1,0
"['110', '1110', '1010', '1111111']",1,4,4,14,18,3.2376623376623375,17,23,0,1,2
"['111111', '10', '010100', '0011010', '001100', '00101', '011', '1011']",1,8,18,21,39,16.434942834942834,85,76,0,1,3
"['101010', '0', '011', '1101001', '101011']",1,5,10,13,23,5.626556776556777,34,26,0,1,2
"['1111010', '0011', '10110', '0011100', '0110', '11101', '01']",1,7,14,20,34,13.293001443001442,61,55,0,1,6
"['11011', '0', '0100', '10011']",1,4,7,8,15,2.977777777777778,18,11,0,1,2
"['1', '010101', '0000001']",1,3,9,5,14,0.8434065934065934,14,7,0,1,0
"['0000', '0011', '0000101', '010111', '11']",1,5,13,10,23,5.381041181041181,32,32,0,1,2
"['1001000', '00011', '10011']",1,3,10,7,17,1.9666666666666668,8,14,0,1,2
"['0', '0101', '010']",1,3,5,3,8,1.7571428571428571,6,10,0,1,0
"['0001111', '01', '11']",1,3,4,7,11,1.3888888888888888,11,8,0,1,2
"['1011110', '1001101', '10010', '1001000', '1000110', '0101']",1,6,19,18,37,10.054112554112553,42,56,0,1,4
"['10001', '1011', '01011']",1,3,6,8,14,2.1555555555555554,6,12,0,1,2
"['1100', '0', '10']",1,3,4,3,7,1.7333333333333334,6,6,0,1,0
"['00', '010110', '1011001', '1000111', '01']",1,5,12,12,24,5.376678876678877,39,19,0,1,4
['1010010'],1,1,4,3,7,0,0,0,1,1,0
"['0011', '100111', '001010', '101001', '011000', '1110', '010']",1,7,18,17,35,12.553968253968254,62,52,0,1,6
"['110110', '1100110', '1', '01111', '0101111', '1010100']",1,6,12,21,33,7.769813519813519,56,44,0,1,3
"['00110', '100', '1010', '000', '1101100', '01010']",1,6,16,11,27,10.261399711399712,35,52,0,1,4
"['1', '0011101', '1001001']",1,3,7,8,15,1.2142857142857144,15,9,0,1,2
['0110101'],1,1,3,4,7,0,0,0,1,1,0
"['01100', '00010', '11101', '0', '01010']",1,5,12,9,21,4.933333333333334,31,28,0,1,4
"['0000', '0101101', '0000110', '11111', '0010110', '001']",1,6,18,15,33,8.016666666666666,51,48,0,1,3
"['10001', '0', '111001']",1,3,6,6,12,1.3463203463203464,11,6,0,1,0
"['000100', '0110100', '11011']",1,3,10,8,18,1.7995337995337994,9,8,0,1,0
"['00', '1001', '11', '010']",1,4,6,5,11,3.104761904761905,12,8,0,1,2
"['1101', '11', '010']",1,3,3,6,9,1.638095238095238,6,6,0,1,0
"['100', '110', '011000', '0101']",1,4,9,7,16,3.742857142857143,14,14,0,1,2
"['1110011', '1000101', '1', '0101010', '1100000', '010001']",1,6,19,16,35,7.769230769230769,59,35,0,1,4
"['100', '01100', '01111', '011110', '1111011', '000101', '00000', '1100011', '1001', '1011']",1,10,24,28,52,25.29985014985015,143,128,0,1,9
"['00010', '10101', '0100', '1100001', '00100']",1,5,17,9,26,6.6010101010101,27,24,0,1,3
"['0000110', '10', '011000', '010', '1011']",1,5,13,9,22,6.01004551004551,33,27,0,1,0
"['110101', '0', '1110111']",1,3,4,10,14,1.304945054945055,13,6,0,1,0
"['1', '101', '0111100', '10000']",1,4,8,8,16,2.4833333333333334,24,12,0,1,0
"['11001', '01100', '000', '111', '10', '101110']",1,6,11,13,24,7.876695526695527,42,32,0,1,4
"['1100111', '0101111', '101110', '011101', '011']",1,5,9,20,29,7.004029304029304,29,30,0,1,4
"['0001', '100', '1100', '111', '110000', '001101', '1000']",1,7,17,13,30,12.484126984126984,55,71,0,1,7
"['1111', '000', '1011']",1,3,4,7,11,0.7857142857142857,8,6,0,1,2
"['011', '01', '10']",1,3,3,4,7,1.7000000000000002,5,7,0,1,2
"['1010001', '01100', '1110', '1001', '001']",1,5,12,11,23,5.833766233766234,29,26,0,1,2
"['1110000', '001', '00000', '1001111']",1,4,13,9,22,2.9285714285714284,26,21,0,1,2
"['1111110', '011', '0001000', '001', '1000', '1011', '001111']",1,7,16,18,34,10.566533466533466,74,63,0,1,6
"['01000', '01101', '0011', '0100']",1,4,11,7,18,3.7666666666666666,13,22,0,1,4
"['0001', '011011', '110100', '00101', '01']",1,5,12,11,23,5.644155844155844,29,28,0,1,2
"['010011', '1111', '010']",1,3,5,8,13,1.3523809523809525,9,8,0,1,0
"['001', '0101', '10', '11001']",1,4,7,7,14,3.403968253968254,12,16,0,1,0
"['00110', '1100', '10', '100101', '11']",1,5,9,10,19,5.97012987012987,28,23,0,1,2
"['1101000', '111', '0001111', '1000', '10000']",1,5,14,12,26,5.492568542568542,36,43,0,1,2
"['1100011', '101', '1000', '10']",1,4,8,8,16,3.8098124098124098,17,17,0,1,0
"['1001', '001', '1101']",1,3,5,6,11,2.1785714285714284,4,12,0,1,2
"['101', '10', '10111', '110000']",1,4,7,9,16,3.4295093795093794,18,19,0,1,0
"['100001', '10', '110', '11', '01000']",1,5,10,8,18,5.628860028860029,28,22,0,1,2
['111011'],1,1,1,5,6,0,0,0,1,1,0
"['001100', '11', '1011', '0001010']",1,4,10,9,19,3.525796425796426,20,12,0,1,0
"['00', '01', '1010']",1,3,5,3,8,1.8333333333333333,5,6,0,1,2
"['0000101', '0', '111000']",1,3,9,5,14,0.9972527472527473,16,8,0,1,0
"['011001', '0011000', '10000', '10', '11', '10100', '11010']",1,7,18,14,32,12.3009768009768,63,52,0,1,5
"['01', '10', '100011']",1,3,5,5,10,1.5,10,7,0,1,2
"['1001011', '11101', '0010', '11010']",1,4,9,12,21,3.9717171717171715,16,15,0,1,2
"['0111110', '011', '10']",1,3,4,8,12,1.4444444444444444,11,9,0,1,0
"['1001', '001', '010101']",1,3,7,6,13,2.1015873015873017,6,10,0,1,0
"['100100', '110100', '11']",1,3,7,7,14,1.8333333333333335,9,11,0,1,2
"['0010', '11101', '0110000', '1100011', '010']",1,5,14,12,26,5.773448773448774,34,22,0,1,2
"['000011', '000010', '11', '111000']",1,4,12,8,20,3.0833333333333335,23,23,0,1,3
"['11000', '110', '1000', '001110', '101011']",1,5,12,12,24,5.897186147186147,28,30,0,1,2
"['0010010', '1011111', '1000000', '1001111', '010']",1,5,16,15,31,4.942857142857143,40,26,0,1,4
"['101', '11', '110000']",1,3,5,6,11,1.7444444444444445,9,10,0,1,0
"['010100', '11', '0100111']",1,3,7,8,15,1.5598290598290598,12,8,0,1,0
"['1', '1111110', '010', '0110']",1,4,5,10,15,2.9525974025974024,21,15,0,1,0
"['1', '01001', '011', '1000110']",1,4,8,8,16,3.1,22,13,0,1,0
"['1111100', '111', '001000', '101001', '110', '10001', '001101', '010']",1,8,19,20,39,15.749572649572649,86,71,0,1,6
['101010'],1,1,3,3,6,0,0,0,1,1,0
"['110101', '1000', '11', '0100']",1,4,8,8,16,3.1166666666666667,18,13,0,1,2
"['00', '00011', '10']",1,3,6,3,9,1.3571428571428572,8,8,0,1,2
"['00001', '011', '1110101']",1,3,7,8,15,1.4333333333333333,11,8,0,1,0
"['1', '000100', '0001111', '0010111']",1,4,11,10,21,2.8736263736263736,25,19,0,1,2
"['100101', '1100100', '10001', '110001']",1,4,13,11,24,4.856643356643357,11,29,0,1,2
"['0010100', '1010', '101100', '1101', '00000', '000001', '001111']",1,7,23,15,38,11.371911421911422,64,71,0,1,5
"['1000', '0', '1010', '11011']",1,4,7,7,14,2.9944444444444445,16,11,0,1,2
"['10001', '01001', '111100', '11']",1,4,8,10,18,3.533766233766234,20,18,0,1,2
"['0', '01', '111']",1,3,2,4,6,1.0666666666666667,6,4,0,1,0
['110001'],1,1,3,3,6,0,0,0,1,1,0
"['0000', '0111110', '10110', '011010', '1110', '10001', '01']",1,7,16,17,33,11.199461649461648,66,58,0,1,4
['011'],1,1,1,2,3,0,0,0,1,1,0
"['11', '0', '010', '0001010']",1,4,8,5,13,2.1944444444444446,21,14,0,1,0
"['10110', '1110010', '10', '101110', '01000']",1,5,12,13,25,6.090564990564991,31,32,0,1,2
"['000101', '01000', '10111']",1,3,9,7,16,1.4909090909090907,10,6,0,1,2
"['00010', '0', '1110111', '101011']",1,4,8,11,19,2.517066267066267,25,10,0,1,0
"['1000100', '01', '11000', '0110000']",1,4,14,7,21,3.388888888888889,22,17,0,1,2
"['100', '100000', '010111']",1,3,9,6,15,1.4444444444444444,12,9,0,1,2
"['1000', '11', '0110111', '10011']",1,4,7,11,18,2.8795093795093796,21,21,0,1,0
"['010', '111', '1111001', '100100', '01']",1,5,9,12,21,5.204273504273504,33,24,0,1,2
"['1110110', '0', '10']",1,3,4,6,10,1.3611111111111112,12,7,0,1,0
"['011100', '110', '0', '00101', '010']",1,5,10,8,18,5.4145021645021645,28,29,0,1,2
['101101'],1,1,2,4,6,0,0,0,1,1,0
"['00', '111011', '0111010', '1']",1,4,6,10,16,1.9993894993894994,25,8,0,1,0
"['0111110', '111', '0110', '101001', '01001', '0101']",1,6,12,17,29,9.558436008436008,41,42,0,1,2
"['1', '000001', '10110', '100']",1,4,9,6,15,2.677128427128427,21,14,0,1,0
"['0111110', '1011111', '1001101', '111', '0', '10100']",1,6,10,20,30,6.7404761904761905,59,34,0,1,3
"['1', '110', '11001']",1,3,3,6,9,1.5833333333333333,8,10,0,1,0
"['1', '0000', '01110']",1,3,6,4,10,0.7777777777777777,11,4,0,1,0
"['001110', '10', '11010']",1,3,6,7,13,1.6168831168831168,10,9,0,1,0
"['00', '1101111', '011111', '011100']",1,4,7,14,21,3.0235042735042734,23,19,0,1,2
"['01011', '1110100', '111011', '1110101']",1,4,8,17,25,4.443389943389944,13,35,0,1,2
"['111', '0001001', '100101', '001011', '1001100', '1000']",1,6,18,15,33,9.197391497391498,46,49,0,1,4
"['10', '00011', '1011', '111101']",1,4,6,11,17,3.0826839826839825,19,19,0,1,0
"['0011', '0010', '010100', '011000', '0100', '0101010', '001110']",1,7,23,14,37,14.292540792540793,51,108,0,1,6
"['100', '010100', '0', '1101']",1,4,8,6,14,3.0238095238095237,18,12,0,1,0
"['0101', '0', '111000']",1,3,6,5,11,1.0857142857142859,12,6,0,1,0
"['0000', '10', '110101', '1001', '1011', '10000']",1,6,14,11,25,8.783549783549784,37,45,0,1,3
"['1111000', '101', '000000', '1010', '1101', '0110001', '111010', '00101', '00100']",1,9,26,21,47,21.13020313020313,109,103,0,1,8
['001101'],1,1,3,3,6,0,0,0,1,1,0
['111101'],1,1,1,5,6,0,0,0,1,1,0
"['01011', '001', '111']",1,3,4,7,11,1.3333333333333333,6,8,0,1,2
"['11000', '000011', '01', '0001001']",1,4,13,7,20,3.044844044844045,23,20,0,1,0
"['0111000', '111000', '11001', '0100110', '1101010', '11111']",1,6,16,21,37,9.847086247086247,43,45,0,1,5
"['00001', '1111', '00010', '101011']",1,4,10,10,20,2.5535353535353535,18,14,0,1,2
"['0000', '100', '0001', '111', '1100110', '110', '001001', '0111']",1,8,18,16,34,14.488256188256187,79,81,0,1,6
"['111', '010000', '110000']",1,3,9,6,15,1.5,10,10,0,1,2
"['1', '011011', '00', '1011101']",1,4,6,10,16,2.2493894993894994,25,10,0,1,0
"['1', '0011110', '1010010', '10000']",1,4,11,9,20,2.571428571428571,26,13,0,1,2
"['10', '0111000', '110011']",1,3,7,8,15,1.5598290598290598,13,4,0,1,0
"['1100', '0', '01']",1,3,4,3,7,1.4,7,6,0,1,0
"['1', '0011110', '0010']",1,3,6,6,12,1.3772727272727274,12,7,0,1,0
"['011001', '100', '10', '101110', '011']",1,5,9,11,20,5.866666666666666,29,26,0,1,4
"['111111', '101', '110', '1100001', '0111', '010', '00100']",1,7,13,18,31,10.908652458652458,69,53,0,1,3
"['100', '10110', '0010000', '1101', '1000101', '10111', '001110']",1,7,19,18,37,12.38019203019203,67,58,0,1,4
"['0000', '100', '0110001', '00101', '0010110']",1,5,17,9,26,6.115584415584415,30,35,0,1,2
"['1011110', '011110', '101011', '000010', '001111', '01110']",1,6,15,21,36,9.675990675990676,36,51,0,1,4
"['01', '00010', '001011']",1,3,8,5,13,1.7987012987012987,9,7,0,1,0
"['00', '0010000', '010000', '000011', '01110']",1,5,19,7,26,5.811910311910312,34,54,0,1,2
"['100', '000', '0001100', '1001111', '11011', '10111', '0000010']",1,7,20,17,37,11.047619047619047,76,65,0,1,7
"['1110000', '001', '0']",1,3,7,4,11,1.15,13,7,0,1,0
"['100011', '001001', '11', '000001', '0111']",1,5,13,11,24,5.35,31,30,0,1,3
"['1000', '111100', '010', '00010']",1,4,11,7,18,3.396176046176046,17,20,0,1,0
['0101000'],1,1,5,2,7,0,0,0,1,1,0
['1101010'],1,1,3,4,7,0,0,0,1,1,0
"['100101', '1010001', '0', '000110']",1,4,12,8,20,2.8727106227106227,25,10,0,1,2
"['00', '1100000', '0110']",1,3,9,4,13,1.6565656565656566,12,10,0,1,0
"['1001', '0010', '1010001']",1,3,9,6,15,2.0227272727272725,9,7,0,1,2
"['1010001', '110010', '0', '001', '01110']",1,5,12,10,22,4.62988677988678,37,21,0,1,0
"['111', '000', '10', '001', '11010']",1,5,8,8,16,4.521428571428571,23,23,0,1,3
"['1001000', '101', '11100', '100010']",1,4,12,9,21,3.581351981351981,18,17,0,1,0
"['00001', '1001', '111']",1,3,6,6,12,1.4880952380952381,8,10,0,1,0
"['0100111', '0100', '001', '01', '0110111']",1,5,11,12,23,6.0568542568542565,31,33,0,1,2
"['1101010', '1010111', '1100010', '10010']",1,4,12,14,26,4.309523809523809,15,24,0,1,3
"['1101011', '10', '11101', '01', '10100']",1,5,8,13,21,5.6079365079365076,31,26,0,1,4
"['10010', '110', '11011', '110101', '001101', '1100000']",1,6,15,17,32,9.784498834498834,43,52,0,1,4
"['00', '101', '001010', '1101', '1101010']",1,5,11,11,22,5.898090798090798,30,27,0,1,0
"['1000', '0110000', '110']",1,3,9,5,14,1.8987012987012988,9,8,0,1,0
"['1', '100100', '10101']",1,3,6,6,12,1.3463203463203464,11,9,0,1,0
['1101001'],1,1,3,4,7,0,0,0,1,1,0
"['1101011', '0001', '0001100', '10', '110101', '01001', '1000']",1,7,19,16,35,12.618187368187368,67,60,0,1,4
"['1011111', '001', '011', '11']",1,4,4,11,15,3.311111111111111,18,19,0,1,2
"['0001111', '001101', '0011010', '11']",1,4,10,12,22,3.7954822954822953,20,19,0,1,2
"['110100', '1101111', '11010']",1,3,6,12,18,2.191142191142191,7,18,0,1,0
"['11101', '01', '001']",1,3,4,6,10,1.8714285714285714,7,9,0,1,0
"['1110000', '110', '0', '01001']",1,4,9,7,16,2.683333333333333,23,13,0,1,0
"['1001', '1100000', '101000']",1,3,11,6,17,1.9146853146853147,9,9,0,1,0
"['1001001', '101', '0100011', '110111', '011']",1,5,11,15,26,6.345054945054945,33,35,0,1,4
"['000110', '110', '1110', '01', '10011']",1,5,9,11,20,5.6002886002886,27,27,0,1,0
"['11111', '001', '010']",1,3,4,7,11,1.1666666666666665,10,4,0,1,2
"['011111', '1110011', '0010100', '101', '00010', '01001', '1110', '01000']",1,8,21,21,42,15.624014874014874,87,74,0,1,5
"['1', '01', '1001010', '110011']",1,4,7,9,16,2.916056166056166,24,14,0,1,0
"['100110', '001010', '01111', '01000', '10111', '11', '10001', '01001']",1,8,19,20,39,16.968398268398268,78,71,0,1,7
"['1111000', '10110', '11101']",1,3,6,11,17,1.9333333333333331,8,8,0,1,2
"['00', '01100', '10110', '1111']",1,4,7,9,16,2.8317460317460315,17,12,0,1,2
