label,isCode,wordsLen,ZeroLen,OneLen,WordsWithSameSizeLen,TotalWordsSize,TotalDiffRatio,TotalDistancedeLevenshtein,TotalSimilarityendstart
"['1011', '110', '000', '011110']",1,4,7,9,2,16,2.9015873015873015,17,13
"['1011', '000101']",1,2,5,5,0,10,0.6,3,2
"['11011', '010000', '0101101', '0110', '0010100', '10', '011000']",1,7,21,16,4,37,12.886957486957487,65,62
"['0010', '11010', '11', '11101', '110']",1,5,7,12,2,19,6.258730158730159,23,32
"['0', '111110', '010111', '1101110']",1,4,6,14,2,20,3.0137362637362637,22,19
"['001', '0000100', '101', '100100', '011001']",1,5,16,9,4,25,6.384615384615384,31,31
"['0', '0011000', '00111', '1111', '11101']",1,5,9,13,2,22,4.602525252525252,36,30
"['010', '0111011', '1110100', '10011', '01000']",1,5,13,14,4,27,5.930952380952381,33,27
"['011011', '1001', '1111000', '010011', '1100']",1,5,12,15,4,27,5.845804195804196,30,29
"['110110', '101', '00011']",1,3,6,8,0,14,1.712121212121212,9,7
"['11110', '1111101', '111', '100', '1100111']",1,5,6,19,4,25,5.545238095238095,32,49
"['0010001', '0', '1011001', '10101', '000001', '010110', '11100']",1,7,21,16,6,37,11.038228438228439,73,53
"['0110101', '0110', '10011', '011001', '01001']",1,5,13,14,2,27,7.386713286713286,22,35
"['00', '111011']",1,2,3,5,0,8,0.25,5,0
"['011', '000']",1,2,4,2,2,6,0.3333333333333333,2,2
"['11010', '000111', '1111110']",1,3,6,12,0,18,1.506993006993007,11,11
"['0011', '1101', '1011011', '110010']",1,4,8,13,2,21,3.7881118881118883,17,22
['0101111'],1,1,2,5,0,7,0,0,0
"['100110', '1010', '001010']",1,3,9,7,2,16,2.4333333333333336,6,12
"['01', '100', '10010']",1,3,6,4,0,10,1.7214285714285715,7,8
"['00', '001', '1110100', '1111']",1,4,7,9,0,16,2.6574314574314575,21,19
"['0', '001', '1010', '11111', '0111100']",1,5,8,12,0,20,4.027994227994228,37,19
"['0101', '000']",1,2,5,2,0,7,0.5714285714285714,2,2
['111001'],1,1,2,4,0,6,0,0,0
"['1011', '100111', '01011', '1111']",1,4,5,14,2,19,3.9606060606060605,11,32
"['010', '001', '110', '00010', '1100', '1110']",1,6,12,10,5,22,9.019841269841269,32,47
"['0110101', '11', '0011001', '0000001', '10100', '001110', '10', '0111', '0000110']",1,9,26,21,6,47,19.066344766344766,128,97
"['1111', '1100010', '1110001', '0100']",1,4,10,12,4,22,3.4707792207792205,20,17
"['0', '1001']",1,2,3,2,0,5,0.4,3,0
"['0001100', '00']",1,2,7,2,0,9,0.4444444444444444,5,8
"['11', '01', '0010011']",1,3,5,6,2,11,1.3888888888888888,11,8
"['0011', '00']",1,2,4,2,0,6,0.6666666666666666,2,4
"['1101', '0101']",1,2,3,5,2,8,0.75,1,4
"['011111', '010', '111']",1,3,3,9,2,12,1.4444444444444444,9,9
"['11010', '00001', '101010', '110001', '100']",1,5,14,11,4,25,6.195454545454545,26,30
"['1000', '1001', '0011000']",1,3,10,5,2,15,2.0227272727272725,8,10
"['11010', '111', '0011000', '1100000', '10']",1,5,13,11,2,24,5.457936507936508,37,28
"['100100', '1100', '000', '001010']",1,4,13,6,2,19,3.938095238095238,15,24
"['1111100', '110110', '111', '101001', '1011101', '1100100', '1001001', '01000', '1110']",1,9,22,30,6,52,22.47073482073482,106,112
"['0', '01111', '111010']",1,3,4,8,0,12,1.3463203463203464,12,8
"['011011', '10', '11001']",1,3,5,8,0,13,1.7987012987012987,9,7
"['00100', '011']",1,2,5,3,0,8,0.5,3,2
"['10101', '1110110', '010', '0000']",1,4,10,9,0,19,3.196176046176046,19,11
"['0011', '001', '100']",1,3,6,4,2,10,2.095238095238095,6,10
"['11', '10', '000', '0011011', '1101']",1,5,8,10,2,18,4.735209235209235,30,25
"['00111', '10101', '011', '10000']",1,4,9,9,3,18,3.35,16,15
"['010100', '1000100', '010011']",1,3,12,7,2,19,2.051282051282051,9,11
"['10010', '10', '000101']",1,3,8,5,0,13,1.7987012987012987,9,8
"['1', '0110']",1,2,2,3,0,5,0.4,3,0
"['001', '111', '101101', '00111', '00110', '01001']",1,6,12,15,5,27,9.626262626262626,35,43
"['0', '110010', '111100', '10011', '011000']",1,5,12,12,3,24,5.175324675324675,36,22
"['1010', '01']",1,2,3,3,0,6,0.6666666666666666,2,2
"['11110', '1101']",1,2,2,7,0,9,0.6666666666666666,2,3
"['0', '0001', '1110001', '1011111']",1,4,8,11,2,19,2.5623376623376624,27,15
"['10100', '000']",1,2,6,2,0,8,0.5,2,4
"['001010', '111']",1,2,4,5,0,9,0.4444444444444444,4,0
"['0010110', '100110', '101001', '1110']",1,4,11,12,2,23,3.8247086247086246,16,18
"['010', '0011100', '1111']",1,3,6,8,0,14,1.431168831168831,11,4
"['0', '00100']",1,2,5,1,0,6,0.3333333333333333,4,4
"['100', '1', '000001', '011100']",1,4,10,6,2,16,2.515873015873016,23,14
['1011100'],1,1,3,4,0,7,0,0,0
"['0011', '1000', '0110011']",1,3,8,7,2,15,1.7727272727272727,10,10
"['1011110', '1010', '0101011', '011']",1,4,8,13,2,21,3.7974025974025976,19,18
['111000'],1,1,3,3,0,6,0,0,0
"['101011', '0110110']",1,2,5,8,0,13,0.7692307692307693,3,0
"['0011', '0011000']",1,2,7,4,0,11,0.7272727272727273,3,6
"['01', '100', '1001', '011110', '0000']",1,5,11,8,2,19,5.073015873015873,28,24
"['0111000', '0011110']",1,2,7,7,2,14,0.7142857142857143,3,5
"['011', '1000', '00', '01010', '0101100', '1101010']",1,6,16,12,2,28,9.083044733044733,45,51
"['0110010', '00', '1110', '011000']",1,4,11,8,0,19,3.346309246309246,19,25
"['0111010', '1001', '1111', '000001', '10', '1100']",1,6,13,14,3,27,7.436985236985237,49,35
"['0001', '100', '11']",1,3,5,4,0,9,1.3047619047619048,7,7
"['0', '1010', '01111']",1,3,4,6,0,10,1.1777777777777778,10,6
"['0001100', '111101', '01000', '1111']",1,4,10,12,0,22,2.7110334110334113,22,17
"['1000011', '001010', '111']",1,3,8,8,0,16,1.45982905982906,11,6
"['1111100', '010', '1011001', '011']",1,4,8,12,4,20,3.380952380952381,22,12
"['1110010', '1101111', '00001', '11', '010010', '1010111', '00', '010011']",1,8,19,23,7,42,14.45942945942946,100,84
"['11000', '0110111', '010010', '000']",1,4,12,9,0,21,3.6593240093240094,19,20
"['1001100', '00', '00010', '10101']",1,4,12,7,2,19,3.5206349206349206,20,16
"['0010001', '0110', '111101', '1001100', '1011', '110', '1100011']",1,7,17,21,5,38,13.144738594738595,69,58
"['10', '1001111', '000', '0111100']",1,4,9,10,2,19,2.803174603174603,25,13
"['00111', '0101010', '0000000']",1,3,13,6,2,19,1.5714285714285714,11,10
"['00011', '00', '10', '0101', '1100']",1,5,10,7,4,17,5.634920634920634,24,26
"['1011010', '1', '0001111', '010101', '001010', '0010010']",1,6,18,16,5,34,8.33058608058608,55,40
['0111101'],1,1,2,5,0,7,0,0,0
"['0', '1000110', '100101']",1,3,8,6,0,14,1.304945054945055,14,6
"['111', '100011', '110111', '01001', '0101', '01000']",1,6,13,16,4,29,9.018398268398268,40,48
"['010', '1101100']",1,2,5,5,0,10,0.6,4,2
['0000000'],1,1,7,0,0,7,0,0,0
"['001', '0111010', '010', '101101', '11', '0011', '10001', '111000']",1,8,17,19,4,36,16.032905982905984,85,69
"['0010110', '011', '11', '0101011', '11101', '01100']",1,6,12,17,4,29,8.905555555555555,47,41
"['0', '0101011']",1,2,4,4,0,8,0.25,6,2
"['010100', '010', '1', '00000']",1,4,11,4,0,15,2.316017316017316,20,16
"['10111', '10']",1,2,2,5,0,7,0.5714285714285714,3,3
"['0111111', '1110000', '11']",1,3,5,11,2,16,1.3174603174603174,15,12
"['1101001', '00', '1100110', '00011']",1,4,11,10,2,21,3.507936507936508,23,16
"['11', '10101', '1100001', '0010011', '110']",1,5,11,13,2,24,5.6650793650793645,35,37
"['0', '11001', '001', '0101110', '101000', '1111001', '0011011']",1,7,17,19,3,36,11.083072483072483,78,53
"['101011', '100', '100011', '10', '111001']",1,5,10,13,3,23,6.466666666666667,28,37
"['0111000', '01', '10', '111101']",1,4,7,10,2,17,3.0042735042735043,23,12
"['11100', '0011', '110', '000110']",1,4,9,9,0,18,3.777994227994228,18,20
"['1000001', '00']",1,2,7,2,0,9,0.4444444444444444,5,0
"['0100011', '101100', '010', '011110']",1,4,11,11,2,22,3.454700854700855,21,19
"['1010101', '1']",1,2,3,5,0,8,0.25,6,4
"['011', '111010', '10111', '100', '1101011', '10000', '000101', '0010011', '0000', '0100']",1,10,27,23,10,50,25.903768453768453,137,137
"['0010001', '001', '11', '101', '100', '1000', '010101', '0000010']",1,8,22,13,5,35,15.552702852702852,84,78
"['1111100', '00100', '011', '11111']",1,4,7,13,2,20,2.9333333333333336,21,24
"['01', '010', '001101', '011011', '01100']",1,5,11,11,2,22,6.742640692640693,26,32
"['00110', '1110110', '1', '0011000']",1,4,10,10,2,20,2.9047619047619047,25,18
"['101', '100', '000']",1,3,6,3,3,9,1.6666666666666665,4,7
"['0110', '001010']",1,2,6,4,0,10,0.8,2,5
['111101'],1,1,1,5,0,6,0,0,0
"['1100101', '0110111', '011', '000']",1,4,9,11,4,20,3.0476190476190474,22,15
"['1000001', '10', '11']",1,3,6,5,2,11,1.3888888888888888,11,9
"['1110111', '1011110', '1111', '00', '1100011']",1,5,8,19,3,27,5.292929292929293,38,36
"['0011', '1101', '010', '100']",1,4,7,7,4,14,3.452380952380952,14,12
"['110110', '111', '10', '0111', '0000110']",1,5,9,13,0,22,5.362426462426463,33,30
"['0', '110000']",1,2,5,2,0,7,0.2857142857142857,5,2
['1110010'],1,1,3,4,0,7,0,0,0
"['0', '10101']",1,2,3,3,0,6,0.3333333333333333,4,0
"['0010', '001', '111', '1011000', '001011']",1,5,12,11,2,23,5.348140748140748,31,30
"['1000', '10011']",1,2,5,4,0,9,0.6666666666666666,2,4
"['101000', '100', '100010', '00', '00110']",1,5,15,7,2,22,5.962337662337662,28,36
"['11011', '11', '10101', '010010', '0111']",1,5,8,14,2,22,6.315584415584415,27,29
"['00000', '10111', '10011', '01100', '0100']",1,5,14,10,4,24,5.444444444444445,26,25
"['00', '001', '11100']",1,3,6,4,0,10,1.8714285714285714,8,11
"['1001', '110']",1,2,3,4,0,7,0.5714285714285714,2,2
"['111100', '11', '0100010', '101', '1001', '10']",1,6,11,13,2,24,8.812620712620713,45,37
"['0', '10', '011110', '101101']",1,4,6,9,2,15,2.9047619047619047,22,12
"['01', '1010', '10110', '0111']",1,4,6,9,2,15,3.96031746031746,13,16
['1110'],1,1,1,3,0,4,0,0,0
"['01101', '1100001', '11111', '00010', '0101', '01000']",1,6,16,15,4,31,8.512121212121212,44,38
"['1110111', '10', '111']",1,3,2,10,0,12,1.4444444444444444,11,16
"['100101', '1', '0000100']",1,3,9,5,0,14,1.151098901098901,14,4
"['11001', '1111100', '000110', '0001', '1010111']",1,5,13,16,2,29,5.411555111555112,36,29
['101111'],1,1,1,5,0,6,0,0,0
"['1011', '010']",1,2,3,4,0,7,0.5714285714285714,2,0
"['0011001', '00', '01111']",1,3,7,7,0,14,1.3968253968253967,12,8
"['0110010', '1000', '10', '101111']",1,4,9,10,0,19,3.3537684537684536,22,14
"['110000', '10111', '010']",1,3,7,7,0,14,1.308080808080808,11,5
"['001111', '11', '1101101', '10', '0111', '01001']",1,6,9,17,2,26,8.303191253191253,47,44
"['001', '011001', '011011', '0000', '100110', '11111', '011111', '1011', '110', '0100']",1,10,20,27,9,47,24.321645021645022,128,128
['1011011'],1,1,2,5,0,7,0,0,0
"['110010', '11']",1,2,3,5,0,8,0.5,4,4
"['101100', '1000100', '001111', '011', '1011']",1,5,12,14,2,26,5.959007659007659,30,33
"['011', '111111', '01111', '10011']",1,4,4,15,2,19,3.635353535353535,16,30
"['11011', '101111', '110101']",1,3,4,13,2,17,2.3030303030303028,6,19
['0000101'],1,1,5,2,0,7,0,0,0
"['001111', '101010', '10001', '1100011', '000111', '1100', '011000']",1,7,20,20,4,40,13.423776223776224,65,60
"['0', '011']",1,2,2,2,0,4,0.5,2,2
"['0001001', '01', '101']",1,3,7,5,0,12,1.6444444444444444,10,9
"['11110', '1000']",1,2,4,5,0,9,0.4444444444444444,3,2
"['0011011', '0000110', '01010']",1,3,11,8,2,19,2.0476190476190474,9,10
"['00100', '110', '100011']",1,3,8,6,0,14,1.4898989898989898,11,5
"['01', '111010']",1,2,3,5,0,8,0.5,4,2
"['110000', '110110', '1010']",1,3,8,8,2,16,2.0666666666666664,7,9
"['0', '1000000', '1001100', '1001111']",1,4,13,9,3,22,2.607142857142857,26,19
"['110', '01000', '1111011']",1,3,6,9,0,15,1.4333333333333333,12,6
"['1110111', '10111', '110011', '000', '01001', '0101']",1,6,12,18,2,30,8.823992673992674,43,45
"['1100', '110101']",1,2,4,6,0,10,0.8,2,4
"['010100', '010', '001', '00111']",1,4,10,7,2,17,3.573232323232323,16,20
"['010', '10', '110100', '1011111']",1,4,7,11,0,18,3.2726495726495726,22,13
"['001000', '101', '1001', '0001101', '00', '10010']",1,6,17,10,0,27,9.277794427794428,44,44
"['1100011', '101100', '101', '10']",1,4,8,10,0,18,3.6264957264957265,21,18
"['1001100', '0110']",1,2,6,5,0,11,0.7272727272727273,3,2
"['0000', '010001', '0110', '0010011']",1,4,14,7,2,21,3.741958041958042,16,17
"['01', '00', '001']",1,3,5,2,2,7,2.1,3,9
"['111100', '011', '101011', '10110', '0000', '0100001']",1,6,16,15,2,31,8.083344433344433,49,37
"['11011', '0101000', '11', '100', '000']",1,5,11,9,2,20,4.532539682539682,33,27
"['10001', '0101']",1,2,5,4,0,9,0.6666666666666666,2,3
"['111100', '111', '0010011']",1,3,6,10,0,16,1.528205128205128,12,14
"['111', '101000', '0001111', '1110100', '110']",1,5,11,15,4,26,5.5577533577533575,38,38
"['011101', '101', '010101', '0100']",1,4,9,10,2,19,3.9714285714285715,14,20
"['0001', '10010', '1', '010']",1,4,8,5,0,13,3.2214285714285715,15,12
"['1', '01110']",1,2,2,4,0,6,0.3333333333333333,4,0
"['1', '010111']",1,2,2,5,0,7,0.2857142857142857,5,2
"['001', '010', '001111', '000101', '10']",1,5,11,9,4,20,5.727777777777778,29,26
"['11110', '11', '11000', '101', '01000']",1,5,9,11,3,20,5.5285714285714285,26,26
"['1', '00001', '1100100', '0100100', '1100', '101111']",1,6,16,14,2,30,6.946742146742147,57,45
"['110000', '010001', '0100111', '001', '101101', '100', '110111']",1,7,18,19,6,37,12.747008547008546,65,63
"['10001', '110001', '00']",1,3,8,5,0,13,1.9805194805194803,8,8
"['110', '1', '0101110', '00100', '1100']",1,5,10,10,0,20,5.319264069264069,32,25
"['01010', '1', '0010000']",1,3,9,4,0,13,1.25,13,4
"['001', '111', '0001', '100', '000111', '0100101']",1,6,14,12,3,26,8.921900321900322,41,46
"['010', '111010']",1,2,4,5,0,9,0.6666666666666666,3,4
"['11000', '1000', '10']",1,3,7,4,0,11,2.126984126984127,6,10
"['01', '11011', '0111001', '0100010', '11000', '1110101', '10', '000000']",1,8,22,19,7,41,14.367565767565766,103,69
"['00101', '11', '111110', '10011', '0101001', '01000', '011000']",1,7,18,18,5,36,11.54084804084804,66,53
"['1001', '1']",1,2,2,3,0,5,0.4,3,4
"['0', '100', '110011', '111110']",1,4,6,10,2,16,2.6825396825396823,22,12
"['0', '10100', '11101', '001']",1,4,7,7,2,14,2.7666666666666666,18,12
"['1101001', '010', '00100', '1001000', '110101']",1,5,16,12,2,28,6.914868464868465,27,23
"['111111', '001', '011']",1,3,3,9,2,12,1.3333333333333333,10,8
"['11110', '11', '1001000', '100000', '10', '0100100']",1,6,17,12,4,29,7.442696192696193,53,39
"['1010111', '10', '11']",1,3,3,8,2,11,1.3888888888888888,11,11
"['0011', '0001', '100101']",1,3,8,6,2,14,2.15,5,8
"['1011', '11111', '10', '0010011']",1,4,6,12,0,18,2.901875901875902,20,21
"['01', '11110', '1100000', '1101100', '011110', '1011']",1,6,13,18,2,31,7.657997557997557,51,41
"['111', '011100', '101', '10', '1001100']",1,5,9,12,2,21,5.691452991452992,30,24
"['0', '101', '0010', '1100']",1,4,7,5,2,12,2.942857142857143,15,11
"['0000', '111111', '1111011']",1,3,5,12,0,17,1.104895104895105,13,12
"['0', '010110']",1,2,4,3,0,7,0.2857142857142857,5,4
"['11', '00', '00001']",1,3,6,3,2,9,0.8571428571428571,9,6
"['00110', '010011', '1111000']",1,3,9,9,0,18,1.6888111888111887,12,8
"['0011', '0010101', '10', '0111', '0101']",1,5,10,11,3,21,6.209595959595959,26,27
"['10100', '10001', '100001', '11']",1,4,10,8,2,18,3.697402597402597,15,26
"['101000', '0100000', '10', '111']",1,4,11,7,0,18,2.758119658119658,23,13
"['01', '000']",1,2,4,1,0,5,0.4,2,2
"['100110', '0010111', '101100', '000001']",1,4,14,11,3,25,3.358974358974359,20,16
"['11001', '010', '1101011', '000101', '001010', '00010', '0101']",1,7,20,16,4,36,14.425790875790875,53,60
"['0100010', '01110', '11']",1,3,7,7,0,14,1.6825396825396823,11,6
['1001110'],1,1,3,4,0,7,0,0,0
"['0', '000100', '01100']",1,3,9,3,0,12,1.3463203463203464,11,15
"['101011', '00']",1,2,4,4,0,8,0.5,4,0
"['00100', '1010101']",1,2,7,5,0,12,0.6666666666666666,3,0
"['100', '11111', '1000011', '01011', '0100101']",1,5,12,15,4,27,5.230952380952381,33,32
"['00101', '011', '1101101', '1011', '010011']",1,5,10,15,0,25,6.91040626040626,26,34
"['1011', '1011100']",1,2,4,7,0,11,0.7272727272727273,3,5
"['101', '010']",1,2,3,3,2,6,0.6666666666666666,2,0
"['1010110', '1', '100000', '0111', '1110110']",1,5,11,14,2,25,4.41068931068931,40,27
"['1001', '10']",1,2,3,3,0,6,0.6666666666666666,2,3
"['000110', '101', '11101', '10', '001100']",1,5,11,11,2,22,5.934559884559884,31,22
"['10', '0110001']",1,2,5,4,0,9,0.4444444444444444,5,2
"['0101', '100', '0111010', '101111']",1,4,8,12,0,20,3.5305583305583306,19,12
"['0011101', '11', '101011', '01111', '1110100', '0000010']",1,6,15,19,3,34,7.967920967920968,59,41
"['1000', '0010', '11101', '000']",1,4,10,6,2,16,3.353174603174603,14,17
"['110110', '0011010', '1010', '110111', '11111', '01001', '01110']",1,7,14,24,5,38,12.97047397047397,55,61
"['01', '100', '0000001', '1110101', '0000', '0011100']",1,6,19,11,3,30,7.484848484848484,58,49
"['101', '111']",1,2,1,5,2,6,0.6666666666666666,1,4
"['0010001', '00']",1,2,7,2,0,9,0.4444444444444444,5,4
"['0101', '1', '01110']",1,3,4,6,0,10,1.4,9,5
"['10000', '1111010', '111']",1,3,6,9,0,15,1.35,12,10
"['011', '01100', '01111', '011101', '0111111', '01000']",1,6,12,19,3,31,9.684382284382284,39,67
"['101', '110', '101001']",1,3,5,7,2,12,1.7777777777777777,8,11
"['0110000', '10001', '0011010', '1111']",1,4,12,11,2,23,3.2344877344877343,22,9
"['001111', '10110', '001010', '11']",1,4,8,11,2,19,3.5108225108225106,18,15
"['10101', '100000', '1']",1,3,7,5,0,12,1.1645021645021645,12,9
"['11110', '010', '1001', '11']",1,4,5,9,0,14,3.153968253968254,16,13
"['0', '100110', '01']",1,3,5,4,0,9,1.4523809523809523,10,6
"['101', '0010', '111']",1,3,4,6,2,10,1.5238095238095237,6,4
"['11001', '010', '1', '1011100', '1011']",1,5,8,12,0,20,4.993145743145743,33,24
"['0111000', '00', '11100', '011']",1,4,9,8,0,17,3.3492063492063493,19,22
"['0101110', '11', '1010101', '0010100', '000', '1101', '1110']",1,7,16,18,5,34,11.021861471861472,71,50
"['001', '1000111', '10100', '011110', '01000']",1,5,14,12,2,26,5.535586635586635,34,23
"['11010', '1', '0000100', '100010', '100000', '000000', '1011', '001011', '111001']",1,9,29,18,5,47,18.537379287379288,122,108
"['110000', '1', '0111110']",1,3,6,8,0,14,0.9972527472527473,15,4
"['00', '110111', '01100']",1,3,6,7,0,13,1.3668831168831168,12,6
"['010', '1111']",1,2,2,5,0,7,0.2857142857142857,3,0
"['1011', '01', '111000', '100']",1,4,7,8,0,15,2.954761904761905,18,15
"['0001', '111']",1,2,3,4,0,7,0.2857142857142857,3,2
"['011111', '1']",1,2,1,6,0,7,0.2857142857142857,5,2
['010110'],1,1,3,3,0,6,0,0,0
"['1110011', '0111011']",1,2,4,10,2,14,0.8571428571428571,2,5
"['101', '0111100', '100010']",1,3,8,8,0,16,1.528205128205128,13,5
"['0', '100', '0011101']",1,3,6,5,0,11,1.15,13,7
"['0100001', '01', '10110']",1,3,8,6,0,14,1.5158730158730158,12,8
"['1101111', '00101', '011100', '000', '011010']",1,5,13,14,2,27,5.7161227661227665,33,27
"['0010', '0100000', '11']",1,3,9,4,0,13,1.101010101010101,13,5
"['101', '0001100', '11101', '1100', '01000']",1,5,13,11,2,24,5.682034632034632,29,27
"['110000', '1010101', '01100']",1,3,10,8,0,18,1.8426573426573427,9,5
"['0011', '1111']",1,2,2,6,2,8,0.5,2,4
"['00001', '1111', '00', '100000', '0100011']",1,5,15,9,0,24,4.477722277722278,36,27
"['10100', '10']",1,2,4,3,0,7,0.5714285714285714,3,3
"['0100011', '001', '0111011']",1,3,8,9,2,17,1.4285714285714286,10,9
"['0', '1101']",1,2,2,3,0,5,0.4,3,0
"['11', '0101', '110', '0110001', '0100']",1,5,10,10,2,20,6.1918470418470415,26,25
"['11010', '1', '000', '1101']",1,4,6,7,0,13,2.407936507936508,17,13
"['001000', '1100', '11']",1,3,7,5,0,12,1.5166666666666666,10,8
"['0011', '0101']",1,2,4,4,2,8,0.75,2,2
"['111101', '0110110', '00000']",1,3,9,9,0,18,1.2972027972027973,12,4
"['00', '010111', '10']",1,3,5,5,2,10,1.5,9,6
"['1011', '0010111']",1,2,4,7,0,11,0.7272727272727273,3,3
"['010100', '0011011', '00101']",1,3,10,8,0,18,2.175990675990676,8,10
"['10101', '1', '011', '111001']",1,4,5,10,0,15,3.040764790764791,19,20
"['11', '1101', '0100']",1,3,4,6,2,10,1.5,7,6
"['1011001', '0010111', '1110101', '00', '11101', '010111', '011010', '1100']",1,8,18,26,5,44,17.038161838161837,88,83
"['10110', '001011', '01000']",1,3,9,7,2,16,1.8727272727272726,9,7
"['00110', '01001', '0111']",1,3,7,7,2,14,1.9333333333333331,7,7
"['11010', '11']",1,2,2,5,0,7,0.5714285714285714,3,4
"['1011', '1', '10011']",1,3,3,7,0,10,1.6222222222222222,8,15
"['000110', '11010', '11111', '0110010', '01011', '01110']",1,6,14,19,4,33,9.045687645687646,37,47
"['0010', '1', '00011', '001110', '0110011']",1,5,12,11,0,23,5.457159507159507,34,26
"['01101', '001', '0011', '0001', '010101', '110111']",1,6,13,15,4,28,9.085497835497835,33,45
"['0', '01111', '01110', '00011']",1,4,7,9,3,16,3.0,18,18
"['001', '1111110', '1111', '011101', '000']",1,5,8,15,2,23,4.383927183927184,35,27
"['1110000', '0000000']",1,2,11,3,2,14,0.5714285714285714,3,8
"['1111000', '1000100', '00101', '111']",1,4,11,11,2,22,3.071428571428571,24,19
"['0', '1011', '0010', '000111']",1,4,8,7,2,15,2.7857142857142856,19,12
"['0110', '011', '000']",1,3,6,4,2,10,1.7619047619047619,5,10
"['001', '100', '11101', '10', '01011']",1,5,8,10,4,18,5.609523809523809,25,24
"['1000110', '011']",1,2,5,5,0,10,0.6,4,2
"['11000', '1100']",1,2,5,4,0,9,0.8888888888888888,1,6
"['010100', '110000', '11110', '001', '101', '100', '1111']",1,7,14,16,5,30,10.99083694083694,59,58
"['0001', '10010', '110010']",1,3,9,6,0,15,2.175757575757576,6,10
"['0', '10111', '0001100']",1,3,7,6,0,13,1.0833333333333333,14,4
"['1011', '1110110', '1000', '1111111']",1,4,6,16,4,22,3.0324675324675323,21,22
"['1000001', '011', '111', '0']",1,4,7,7,2,14,2.216666666666667,22,12
"['0', '10', '0111']",1,3,3,4,0,7,1.4,7,6
"['0', '100110', '01001', '100011']",1,4,10,8,2,18,3.1926406926406927,22,12
